Diseases,Temperature,Weather,Region_Type,Air_Quality,Water_Quality,Humidity,time_delay,Risk_percent
Gastroenteritis,1,23,9,4,5,1,30,26
Gastroenteritis,3,20,18,5,6,2,28,36
Gastroenteritis,1,26,10,4,4,3,29,31
Gastroenteritis,3,27,15,6,6,2,30,33
Gastroenteritis,1,19,17,4,5,3,28,26
Gastroenteritis,2,22,15,5,4,2,30,52
Gastroenteritis,3,20,18,4,6,1,29,24
Bronchial Asthma,1,27,17,5,4,3,28,22
Bronchial Asthma,2,19,15,4,5,1,30,31
Bronchial Asthma,1,22,14,5,6,2,28,36
Bronchial Asthma,2,25,16,6,4,1,30,26
Bronchial Asthma,1,27,12,5,6,2,29,40
Bronchial Asthma,2,26,13,6,5,1,30,26
Bronchial Asthma,1,23,12,4,6,3,29,26
Bronchial Asthma,2,19,7,5,4,2,30,36
Bronchial Asthma,1,21,9,6,5,3,29,24
Bronchial Asthma,3,24,14,4,6,2,30,37
Hypertension ,1,27,15,5,5,3,28,26
Hypertension ,3,24,13,6,6,1,30,20
Hypertension ,2,25,9,4,4,2,28,40
Hypertension ,1,26,7,6,5,1,30,28
Hypertension ,2,25,16,5,6,2,29,33
Hypertension ,1,19,18,4,4,1,28,22
Hypertension ,2,24,10,6,5,2,30,29
Hypertension ,1,20,9,4,6,3,29,33
Hypertension ,3,22,14,6,4,2,28,28
Hypertension ,2,26,7,5,6,3,29,29
Migraine,3,22,14,6,4,2,28,31
Migraine,1,25,18,4,5,1,30,26
Migraine,2,23,8,5,4,2,28,37
Migraine,1,25,16,4,5,1,29,30
Migraine,2,23,8,6,4,2,28,34
Migraine,1,24,12,5,6,3,30,36
Migraine,3,20,11,4,5,2,29,22
Migraine,1,22,15,5,6,1,30,28
Migraine,2,20,12,4,5,2,29,33
Migraine,1,24,9,5,4,3,30,26
Cervical spondylosis,2,20,10,6,6,2,28,24
Cervical spondylosis,1,22,13,4,4,1,30,24
Cervical spondylosis,2,23,7,6,5,3,28,24
Cervical spondylosis,3,21,12,4,4,1,30,48
Cervical spondylosis,2,23,10,6,5,2,29,20
Cervical spondylosis,1,27,18,4,6,1,30,34
Cervical spondylosis,2,26,12,6,4,3,29,30
Cervical spondylosis,3,25,18,5,5,1,30,26
Cervical spondylosis,2,21,15,4,6,2,28,22
Cervical spondylosis,1,19,17,5,5,3,30,28
Paralysis (brain hemorrhage),3,26,11,4,6,1,29,44
Paralysis (brain hemorrhage),2,19,13,6,4,2,30,22
Paralysis (brain hemorrhage),1,27,8,5,5,1,29,43
Paralysis (brain hemorrhage),3,26,12,4,6,3,28,26
Paralysis (brain hemorrhage),2,27,9,5,4,2,30,40
Paralysis (brain hemorrhage),1,26,17,4,6,1,28,22
Paralysis (brain hemorrhage),3,24,9,5,5,3,30,40
Paralysis (brain hemorrhage),1,19,13,4,6,1,29,28
Paralysis (brain hemorrhage),3,27,17,5,5,2,30,40
Paralysis (brain hemorrhage),2,19,7,6,4,3,28,26
Jaundice,1,25,14,4,5,1,30,33
Jaundice,3,24,10,6,6,2,28,34
Jaundice,2,27,15,5,5,3,29,33
Jaundice,1,20,14,6,6,2,30,28
Jaundice,2,27,16,4,5,3,28,36
Jaundice,1,19,8,5,6,2,29,29
Jaundice,3,26,18,6,5,3,30,22
Jaundice,2,23,10,4,6,2,29,48
Jaundice,1,19,7,5,4,3,30,22
Jaundice,3,24,18,6,6,1,29,44
Malaria,2,20,16,4,5,3,28,55
Malaria,1,23,12,6,4,2,29,72
Malaria,2,24,11,4,6,3,30,71
Malaria,1,19,14,5,5,1,28,95
Malaria,3,22,11,6,4,2,30,66
Malaria,1,19,9,5,5,1,28,78
Malaria,3,21,8,6,4,3,29,77
Malaria,2,19,11,5,5,1,28,55
Malaria,1,24,16,4,6,3,30,85
Malaria,2,23,8,6,5,2,28,84
Chicken pox,1,20,12,4,4,1,29,26
Chicken pox,3,25,16,6,6,2,30,31
Chicken pox,1,24,8,5,4,3,29,40
Chicken pox,2,22,15,6,5,1,28,26
Chicken pox,3,23,18,4,6,2,30,24
Chicken pox,1,24,10,6,4,3,29,43
Chicken pox,3,26,16,5,5,2,30,26
Chicken pox,1,24,11,4,6,3,28,26
Chicken pox,2,21,18,5,5,1,29,26
Chicken pox,3,22,8,6,6,3,30,31
Dengue,1,25,15,5,5,1,29,87
Dengue,2,20,14,4,6,3,28,86
Dengue,1,26,16,5,4,2,29,66
Dengue,2,27,18,4,6,1,28,79
Dengue,3,19,10,6,5,3,30,85
Dengue,1,23,12,5,6,2,28,95
Dengue,3,19,7,6,5,3,29,60
Dengue,1,25,13,4,6,2,28,95
Dengue,3,24,7,6,5,1,30,94
Dengue,2,25,15,4,6,3,28,92
Typhoid,1,24,8,5,5,2,30,26
Typhoid,3,22,12,6,4,3,28,33
Typhoid,2,27,15,5,5,2,29,24
Typhoid,1,21,8,4,6,1,28,31
Typhoid,3,19,16,6,5,3,29,30
Typhoid,1,22,13,5,6,2,30,37
Typhoid,3,20,15,4,4,3,28,33
Typhoid,1,23,11,5,5,1,30,22
Typhoid,2,20,12,4,6,2,28,24
Typhoid,1,23,9,5,5,3,29,40
hepatitis A,3,20,18,6,4,1,30,26
hepatitis A,1,19,17,5,5,3,29,31
hepatitis A,2,23,9,6,4,2,28,26
hepatitis A,3,24,11,4,5,3,29,33
hepatitis A,2,19,7,6,6,2,28,41
hepatitis A,1,24,13,4,4,1,29,33
hepatitis A,3,26,12,5,6,3,30,31
hepatitis A,2,21,8,4,4,1,28,33
hepatitis A,1,26,16,6,5,2,30,20
hepatitis A,3,21,12,4,4,3,28,33
Hepatitis B,1,20,15,5,5,1,30,28
Hepatitis B,2,21,8,4,6,2,29,36
Hepatitis B,3,23,14,5,4,3,30,24
Hepatitis B,2,24,7,6,6,1,28,36
Hepatitis B,1,27,13,4,5,3,30,24
Hepatitis B,3,25,12,5,4,2,28,24
Hepatitis B,1,22,9,4,6,1,30,29
Hepatitis B,3,20,18,5,5,2,28,28
Hepatitis B,1,19,10,4,6,1,30,29
Hepatitis B,3,25,13,5,4,2,29,43
Hepatitis C,1,21,9,4,6,1,30,24
Hepatitis C,2,27,15,6,5,2,28,43
Hepatitis C,3,19,17,5,4,1,30,29
Hepatitis C,1,22,14,4,5,2,28,43
Hepatitis C,2,24,18,6,6,1,30,24
Hepatitis C,1,27,8,4,4,2,29,33
Hepatitis C,2,22,7,6,5,3,28,34
Hepatitis C,1,25,18,5,6,1,29,30
Hepatitis C,3,26,11,6,5,3,30,22
Hepatitis C,2,24,9,5,4,1,28,28
Hepatitis D,1,27,15,6,6,2,30,29
Hepatitis D,2,21,11,4,5,1,29,28
Hepatitis D,1,19,16,6,6,3,30,37
Hepatitis D,3,25,8,5,4,2,29,24
Hepatitis D,1,23,12,6,5,3,30,36
Hepatitis D,2,24,14,4,6,1,29,31
Hepatitis D,3,27,8,5,4,3,28,36
Hepatitis D,2,25,13,6,5,1,29,26
Hepatitis D,1,27,14,4,6,3,28,29
Hepatitis D,2,20,17,6,4,2,30,26
Hepatitis E,3,21,18,5,5,3,29,48
Hepatitis E,1,23,10,4,4,1,28,24
Hepatitis E,3,21,14,5,6,3,30,40
Hepatitis E,1,23,8,6,5,2,28,24
Hepatitis E,3,26,9,5,6,1,30,48
Hepatitis E,1,27,10,4,5,3,28,24
Hepatitis E,2,23,9,5,6,2,30,26
Hepatitis E,3,22,13,4,5,3,28,20
Hepatitis E,1,23,9,6,6,2,30,40
Hepatitis E,2,25,16,5,5,1,28,22
Alcoholic hepatitis,3,27,10,4,4,2,29,48
Alcoholic hepatitis,2,21,16,5,5,3,30,24
Alcoholic hepatitis,3,26,11,6,4,1,29,48
Alcoholic hepatitis,2,24,17,4,6,3,30,26
Alcoholic hepatitis,3,21,12,5,5,1,28,29
Alcoholic hepatitis,2,25,9,4,6,2,29,33
Alcoholic hepatitis,1,20,18,5,4,1,30,31
Alcoholic hepatitis,2,26,13,6,6,2,29,20
Alcoholic hepatitis,3,19,17,4,5,3,30,48
Alcoholic hepatitis,1,20,9,6,6,2,28,26
Tuberculosis,2,26,16,4,4,3,29,29
Tuberculosis,1,27,9,5,5,2,30,34
Tuberculosis,3,20,11,6,6,1,29,36
Tuberculosis,1,25,13,4,4,3,28,22
Tuberculosis,2,26,15,6,5,2,30,43
Tuberculosis,1,23,8,5,4,1,28,24
Tuberculosis,2,22,18,6,6,2,29,31
Tuberculosis,1,23,10,4,4,3,28,44
Tuberculosis,2,27,16,6,6,1,29,24
Tuberculosis,1,23,10,4,5,2,28,22
Common Cold,2,27,13,6,4,1,29,9
Common Cold,3,21,7,5,5,3,28,7
Common Cold,1,27,13,4,4,1,30,7
Common Cold,2,22,8,5,5,3,28,6
Common Cold,3,25,15,4,6,1,30,10
Common Cold,2,23,13,5,4,2,28,8
Common Cold,1,27,18,4,5,1,29,10
Common Cold,2,26,10,5,6,2,30,7
Common Cold,3,20,13,4,4,3,28,8
Common Cold,2,21,9,6,6,1,30,6
Pneumonia,1,24,7,4,4,3,29,40
Pneumonia,3,27,16,6,6,2,30,24
Pneumonia,1,26,17,5,5,3,29,29
Pneumonia,2,19,15,4,4,2,30,33
Pneumonia,3,25,12,5,5,1,29,28
Pneumonia,1,20,16,6,4,2,30,36
Pneumonia,3,27,11,5,5,3,29,22
Pneumonia,2,20,13,6,4,1,28,40
Pneumonia,1,22,11,4,6,3,30,31
Pneumonia,3,24,10,5,5,1,29,36
Dimorphic hemmorhoids(piles),1,23,16,4,4,2,28,26
Dimorphic hemmorhoids(piles),3,24,9,6,5,1,30,22
Dimorphic hemmorhoids(piles),2,23,12,4,4,2,28,31
Dimorphic hemmorhoids(piles),1,24,7,5,6,3,30,24
Dimorphic hemmorhoids(piles),2,22,9,4,4,1,29,22
Dimorphic hemmorhoids(piles),1,20,18,6,5,3,28,40
Dimorphic hemmorhoids(piles),3,21,10,4,6,2,29,22
Dimorphic hemmorhoids(piles),1,26,9,6,4,3,28,31
Dimorphic hemmorhoids(piles),2,25,18,4,6,2,29,31
Dimorphic hemmorhoids(piles),3,26,16,5,5,1,28,40
Heart attack,1,27,8,4,6,2,29,28
Heart attack,2,26,11,6,4,1,28,22
Heart attack,3,22,8,4,6,2,30,37
Heart attack,2,23,15,5,5,3,29,30
Heart attack,1,25,12,4,6,2,28,37
Heart attack,3,22,14,5,4,1,29,22
Heart attack,2,24,17,6,5,2,28,33
Heart attack,1,22,8,5,4,3,30,28
Heart attack,2,23,17,4,6,2,28,29
Heart attack,3,19,16,6,4,1,30,36
Varicose veins,2,25,14,4,5,2,29,24
Varicose veins,1,23,8,5,4,3,28,37
Varicose veins,2,19,17,6,6,1,29,26
Varicose veins,1,20,15,5,5,3,30,31
Varicose veins,3,22,8,6,4,2,29,24
Varicose veins,1,20,12,4,6,3,30,31
Varicose veins,2,25,7,6,5,2,29,24
Varicose veins,3,27,8,4,6,3,30,31
Varicose veins,1,23,16,5,5,1,29,29
Varicose veins,3,27,15,6,4,3,28,33
Hypothyroidism,2,21,8,4,5,1,30,31
Hypothyroidism,1,27,17,5,6,3,28,30
Hypothyroidism,3,23,16,4,5,2,29,24
Hypothyroidism,1,27,11,6,6,3,28,31
Hypothyroidism,2,24,10,5,4,1,29,28
Hypothyroidism,1,27,14,6,6,3,28,26
Hypothyroidism,3,23,15,4,5,1,29,24
Hypothyroidism,1,24,18,5,6,3,30,31
Hypothyroidism,2,27,9,6,5,1,29,31
Hypothyroidism,1,24,15,4,6,2,30,24
Hyperthyroidism,3,22,18,6,5,3,29,26
Hyperthyroidism,1,27,17,5,6,1,30,34
Hyperthyroidism,3,19,13,4,4,2,28,22
Hyperthyroidism,2,22,15,6,5,3,30,34
Hyperthyroidism,3,27,18,4,4,1,29,36
Hyperthyroidism,2,22,16,5,5,3,28,29
Hyperthyroidism,1,25,14,4,4,2,29,43
Hyperthyroidism,3,20,11,6,5,3,28,22
Hyperthyroidism,2,26,13,4,4,1,30,36
Hyperthyroidism,1,19,14,5,6,2,29,24
Hypoglycemia,2,21,11,6,4,3,28,43
Hypoglycemia,1,20,10,4,5,2,29,22
Hypoglycemia,3,21,9,5,4,1,30,41
Hypoglycemia,2,26,10,4,5,2,29,22
Hypoglycemia,1,19,7,6,6,1,28,36
Hypoglycemia,3,20,16,5,4,2,30,28
Hypoglycemia,2,26,18,4,5,3,28,28
Hypoglycemia,1,22,16,5,6,1,30,28
Hypoglycemia,2,21,12,4,4,2,28,40
Hypoglycemia,1,27,15,5,6,1,29,24
Osteoarthristis,3,19,17,6,4,3,28,26
Osteoarthristis,2,24,12,4,6,2,29,36
Osteoarthristis,1,23,14,5,5,3,28,34
Osteoarthristis,2,24,17,6,6,1,30,24
Osteoarthristis,1,26,18,5,5,2,29,43
Osteoarthristis,3,25,17,4,6,1,28,26
Osteoarthristis,1,23,8,5,4,2,29,36
Osteoarthristis,2,19,9,4,5,1,28,31
Osteoarthristis,1,21,11,6,6,2,29,28
Osteoarthristis,2,20,15,5,4,3,28,31
Arthritis,1,22,14,6,5,2,30,26
Arthritis,3,23,18,5,6,3,28,33
Arthritis,1,26,16,6,4,2,30,26
Arthritis,3,23,12,5,6,1,28,52
Arthritis,1,26,13,6,5,2,30,22
Arthritis,2,23,8,4,4,3,29,31
Arthritis,1,26,10,6,5,2,30,36
Arthritis,2,19,9,4,6,1,29,26
Arthritis,3,20,17,5,5,2,30,37
Arthritis,2,19,18,6,6,3,29,24
(vertigo) Paroymsal  Positional Vertigo,3,22,11,5,5,2,28,22
(vertigo) Paroymsal  Positional Vertigo,1,25,16,6,4,1,30,52
(vertigo) Paroymsal  Positional Vertigo,2,23,17,4,5,2,28,22
(vertigo) Paroymsal  Positional Vertigo,3,27,9,6,4,3,30,29
(vertigo) Paroymsal  Positional Vertigo,2,20,14,4,6,2,28,43
(vertigo) Paroymsal  Positional Vertigo,1,26,11,5,4,1,30,24
(vertigo) Paroymsal  Positional Vertigo,3,22,17,6,5,3,29,33
(vertigo) Paroymsal  Positional Vertigo,2,25,10,5,6,1,30,31
(vertigo) Paroymsal  Positional Vertigo,1,24,12,6,5,2,28,29
(vertigo) Paroymsal  Positional Vertigo,2,20,13,4,4,1,29,24
Acne,1,23,12,6,5,2,28,40
Acne,3,22,16,4,4,3,29,26
Acne,1,24,15,6,6,1,28,33
Acne,3,26,12,4,4,3,29,29
Acne,1,23,15,6,5,1,28,43
Acne,3,22,9,4,6,2,30,26
Acne,1,25,18,5,4,1,28,26
Acne,2,23,7,6,5,2,30,26
Acne,1,22,13,5,4,1,29,22
Acne,3,23,7,4,5,2,28,44
Urinary tract infection,1,26,9,6,4,3,30,22
Urinary tract infection,2,20,10,5,5,1,28,44
Urinary tract infection,3,23,7,4,6,3,29,22
Urinary tract infection,2,19,13,6,5,1,28,52
Urinary tract infection,1,25,14,4,6,3,29,24
Urinary tract infection,3,20,18,6,4,2,28,31
Urinary tract infection,1,21,9,4,5,3,29,24
Urinary tract infection,3,25,14,5,4,1,28,36
Urinary tract infection,1,27,18,6,6,3,29,31
Urinary tract infection,3,26,13,5,4,2,30,30
Psoriasis,1,25,7,6,6,3,29,31
Psoriasis,2,20,14,4,4,2,30,31
Psoriasis,3,19,16,6,5,3,29,26
Psoriasis,1,22,13,5,6,2,30,30
Psoriasis,3,25,14,6,4,1,28,34
Psoriasis,1,19,12,4,6,2,30,26
Psoriasis,3,25,13,6,4,3,29,22
Psoriasis,1,26,7,4,6,2,28,34
Psoriasis,2,21,14,5,4,3,29,26
Psoriasis,3,19,12,4,6,1,30,34
Impetigo,1,23,8,6,4,2,28,24
Impetigo,3,22,7,4,5,1,30,37
Impetigo,1,20,16,5,4,3,29,24
Impetigo,2,22,17,6,6,1,30,34
Impetigo,1,23,9,4,4,3,28,26
Impetigo,3,26,14,6,5,2,30,40
Impetigo,1,23,11,4,6,3,28,20
Impetigo,2,25,12,6,5,1,29,52
Impetigo,3,20,11,4,6,3,28,26
Impetigo,2,23,13,6,4,1,30,37
Fungal infection,1,19,9,5,6,3,28,15
Fungal infection,3,27,10,6,4,1,29,17
Fungal infection,1,25,16,4,5,2,28,12
Fungal infection,3,19,9,5,4,1,30,20
Fungal infection,2,20,18,4,6,3,28,15
Fungal infection,1,26,14,6,4,1,30,10
Fungal infection,3,19,18,4,6,2,28,18
Fungal infection,1,23,17,5,4,1,30,17
Fungal infection,2,21,8,6,6,2,28,16
Fungal infection,1,20,15,5,4,3,30,14
Allergy,3,22,12,4,6,1,28,40
Allergy,2,24,10,6,5,3,30,26
Allergy,3,27,18,4,6,1,28,26
Allergy,1,25,11,6,5,2,29,24
Allergy,2,22,8,4,4,1,28,36
Allergy,3,24,16,5,6,2,29,24
Allergy,2,20,11,6,5,3,28,37
Allergy,3,21,12,4,4,2,30,28
Allergy,2,24,15,5,5,3,28,37
Allergy,3,22,8,6,6,1,29,33
GERD,1,26,18,4,5,2,30,22
GERD,3,22,9,6,4,1,29,44
GERD,1,27,16,5,5,3,30,20
GERD,2,26,7,4,6,2,28,31
GERD,3,24,10,6,4,1,29,31
GERD,2,19,18,4,6,3,28,28
GERD,1,26,14,5,4,2,30,22
GERD,2,22,18,4,5,3,28,44
GERD,1,27,8,5,6,2,30,20
GERD,2,25,14,4,5,1,28,34
Chronic cholestasis,3,21,9,5,6,3,30,36
Chronic cholestasis,2,27,15,4,5,2,29,26
Chronic cholestasis,1,26,14,5,4,3,30,30
Chronic cholestasis,2,27,7,6,5,2,28,31
Chronic cholestasis,3,21,9,4,4,1,30,22
Chronic cholestasis,2,26,14,6,6,3,29,34
Chronic cholestasis,1,19,17,5,5,2,28,36
Chronic cholestasis,2,26,15,6,4,1,30,26
Chronic cholestasis,1,24,16,4,5,3,28,43
Chronic cholestasis,2,20,13,6,4,1,29,22
Drug Reaction,1,19,15,5,6,3,30,36
Drug Reaction,2,24,14,4,5,2,29,24
Drug Reaction,1,22,18,5,4,1,30,43
Drug Reaction,2,20,16,4,6,2,28,22
Drug Reaction,3,22,9,6,5,3,29,24
Drug Reaction,2,20,18,5,4,2,28,31
Drug Reaction,1,27,7,6,6,3,30,40
Drug Reaction,2,19,13,5,4,1,28,22
Drug Reaction,3,24,18,6,5,3,30,28
Drug Reaction,2,21,11,5,6,1,29,30
Peptic ulcer diseae,1,24,15,6,4,3,30,34
Peptic ulcer diseae,3,25,13,4,6,1,28,22
Peptic ulcer diseae,1,24,14,6,5,3,29,37
Peptic ulcer diseae,3,20,16,4,4,2,28,36
Peptic ulcer diseae,1,26,15,5,6,3,30,31
Peptic ulcer diseae,2,21,12,6,5,2,28,36
Peptic ulcer diseae,3,24,15,4,6,1,29,24
Peptic ulcer diseae,2,21,17,5,4,3,28,36
Peptic ulcer diseae,1,26,14,6,6,1,29,24
Peptic ulcer diseae,3,21,16,5,5,3,28,36
AIDS,1,24,9,4,6,1,30,20
AIDS,3,20,13,5,5,2,28,44
AIDS,2,24,15,4,4,3,30,20
AIDS,1,22,17,5,6,1,28,37
AIDS,3,23,15,6,4,3,30,36
AIDS,1,20,14,4,5,1,29,22
AIDS,2,24,17,5,6,3,28,28
AIDS,1,27,7,6,4,2,30,24
AIDS,2,23,13,4,6,3,29,30
AIDS,3,27,8,5,5,2,28,24
Diabetes ,2,26,17,6,4,1,29,37
Diabetes ,1,24,15,5,5,3,28,28
Diabetes ,2,25,8,4,6,2,30,28
Diabetes ,3,20,11,5,4,1,28,30
Diabetes ,1,19,9,4,6,3,29,31
Diabetes ,3,21,13,5,4,1,30,24
Diabetes ,1,20,15,6,6,2,29,22
Diabetes ,2,22,16,5,4,1,30,36
Diabetes ,3,26,11,4,5,2,29,34
Diabetes ,2,25,17,6,4,3,28,26
Gastroenteritis,3,23,10,5,5,1,30,31
Gastroenteritis,2,24,14,4,6,2,29,24
Gastroenteritis,1,25,8,6,5,1,30,28
Gastroenteritis,3,23,13,4,6,3,29,26
Gastroenteritis,1,22,11,5,5,2,30,40
Gastroenteritis,2,24,18,6,6,1,28,31
Gastroenteritis,3,20,7,5,5,2,30,33
Gastroenteritis,2,24,17,4,4,1,29,28
Gastroenteritis,3,23,13,6,5,3,30,36
Gastroenteritis,2,19,17,5,6,1,28,26
Bronchial Asthma,1,22,14,4,5,3,29,40
Bronchial Asthma,2,23,11,6,4,1,30,22
Bronchial Asthma,3,19,17,4,5,2,29,31
Bronchial Asthma,1,26,7,5,6,3,28,31
Bronchial Asthma,3,22,8,4,5,1,29,28
Bronchial Asthma,2,24,12,6,6,3,28,41
Bronchial Asthma,3,22,18,4,4,2,30,30
Bronchial Asthma,2,25,15,6,6,3,28,29
Bronchial Asthma,3,19,16,5,5,1,30,43
Bronchial Asthma,1,27,9,6,6,2,29,22
Hypertension ,3,23,12,5,5,3,28,36
Hypertension ,2,22,15,6,6,1,30,26
Hypertension ,1,25,11,4,4,2,28,40
Hypertension ,2,19,16,6,6,3,30,24
Hypertension ,1,26,17,4,4,2,29,34
Hypertension ,2,19,15,6,6,1,28,33
Hypertension ,3,21,12,5,5,3,29,26
Hypertension ,1,27,16,4,6,1,30,40
Hypertension ,2,24,18,6,5,3,29,29
Hypertension ,1,20,13,5,6,1,28,33
Migraine,2,25,18,6,4,3,30,26
Migraine,3,20,14,4,5,1,29,37
Migraine,1,26,15,6,4,3,28,24
Migraine,2,27,11,4,6,2,30,31
Migraine,3,22,13,6,5,3,28,28
Migraine,1,27,14,5,4,1,30,37
Migraine,3,21,18,6,5,2,29,24
Migraine,2,23,13,4,6,1,28,24
Migraine,3,21,16,5,4,3,29,33
Migraine,1,24,9,4,5,2,28,24
Cervical spondylosis,3,21,10,5,6,3,29,41
Cervical spondylosis,2,24,18,6,4,1,30,28
Cervical spondylosis,3,27,16,4,5,2,29,31
Cervical spondylosis,2,23,8,5,4,3,30,30
Cervical spondylosis,3,27,9,4,6,2,28,26
Cervical spondylosis,2,25,7,6,4,3,30,24
Cervical spondylosis,1,21,13,5,5,2,28,26
Cervical spondylosis,2,22,15,4,4,3,29,36
Cervical spondylosis,1,27,7,6,5,1,28,24
Cervical spondylosis,3,23,14,5,6,2,30,26
Paralysis (brain hemorrhage),1,20,10,4,4,1,28,24
Paralysis (brain hemorrhage),3,23,18,6,6,2,30,43
Paralysis (brain hemorrhage),1,27,17,5,4,3,29,31
Paralysis (brain hemorrhage),2,22,9,4,6,1,30,24
Paralysis (brain hemorrhage),1,21,10,5,4,2,29,40
Paralysis (brain hemorrhage),2,20,17,4,5,3,28,34
Paralysis (brain hemorrhage),3,23,10,5,4,1,29,28
Paralysis (brain hemorrhage),2,21,14,6,5,2,30,26
Paralysis (brain hemorrhage),1,23,12,4,6,3,28,43
Paralysis (brain hemorrhage),3,22,7,6,5,1,29,22
Jaundice,2,21,15,4,6,3,30,41
Jaundice,1,23,7,6,4,2,29,24
Jaundice,3,27,16,4,5,3,28,41
Jaundice,2,19,7,6,4,2,29,33
Jaundice,3,26,11,4,6,1,30,20
Jaundice,1,27,18,6,5,2,28,41
Jaundice,3,24,15,4,4,1,29,22
Jaundice,1,19,12,6,6,2,30,36
Jaundice,3,26,14,5,5,1,29,22
Jaundice,1,25,8,6,4,2,28,36
Malaria,2,21,9,5,6,3,30,94
Malaria,3,23,17,4,4,2,29,92
Malaria,1,26,14,6,5,3,28,72
Malaria,2,27,7,4,6,1,30,95
Malaria,1,21,14,6,5,2,29,66
Malaria,2,23,15,4,4,3,30,60
Malaria,1,21,17,6,6,2,29,78
Malaria,3,24,7,5,5,1,30,66
Malaria,2,25,18,4,4,3,29,77
Malaria,1,20,16,5,5,2,30,93
Chicken pox,3,25,8,6,6,1,28,30
Chicken pox,1,20,11,5,4,3,29,37
Chicken pox,2,21,18,4,5,2,28,30
Chicken pox,1,27,12,6,6,3,30,29
Chicken pox,2,21,15,4,5,2,29,36
Chicken pox,1,26,8,5,4,3,30,31
Chicken pox,2,21,7,4,5,2,29,20
Chicken pox,1,19,15,6,6,1,30,37
Chicken pox,3,23,17,4,5,2,28,20
Chicken pox,2,27,13,6,6,1,30,26
Dengue,1,25,14,4,5,3,29,79
Dengue,3,22,18,6,6,2,28,93
Dengue,1,23,9,5,5,3,29,71
Dengue,2,25,11,6,4,2,28,79
Dengue,3,23,7,5,6,3,29,85
Dengue,2,20,16,4,4,1,30,66
Dengue,3,19,12,6,6,2,29,95
Dengue,1,23,9,5,5,1,28,84
Dengue,2,27,13,6,4,2,29,72
Dengue,3,25,9,5,6,1,28,72
Typhoid,1,26,10,6,5,2,29,48
Typhoid,3,24,12,4,4,3,28,26
Typhoid,1,25,10,5,6,2,29,33
Typhoid,2,23,9,6,4,3,28,31
Typhoid,1,22,7,5,5,2,29,22
Typhoid,3,23,9,6,6,3,28,41
Typhoid,2,21,14,5,4,1,29,33
Typhoid,1,24,15,4,6,3,30,41
Typhoid,2,25,12,6,4,1,28,30
Typhoid,1,27,13,5,5,3,30,34
hepatitis A,3,26,14,4,4,1,28,33
hepatitis A,1,23,7,6,5,2,30,26
hepatitis A,3,26,17,4,4,1,29,26
hepatitis A,1,23,13,5,5,3,30,30
hepatitis A,3,27,16,6,4,2,28,28
hepatitis A,2,19,13,5,6,1,29,29
hepatitis A,1,25,14,6,4,3,28,33
hepatitis A,3,22,16,5,5,2,30,31
hepatitis A,1,20,18,6,6,3,28,40
hepatitis A,3,25,16,4,4,2,29,31
Hepatitis B,2,19,9,6,6,3,30,22
Hepatitis B,1,23,11,4,5,2,29,31
Hepatitis B,2,20,17,6,4,1,30,22
Hepatitis B,3,23,9,5,5,2,28,40
Hepatitis B,2,22,7,4,4,3,30,22
Hepatitis B,3,23,12,6,6,2,28,29
Hepatitis B,2,26,15,4,4,3,30,31
Hepatitis B,1,20,18,6,6,1,29,33
Hepatitis B,2,19,9,4,4,2,28,26
Hepatitis B,3,24,17,5,6,3,29,28
Hepatitis C,1,26,8,6,5,1,28,26
Hepatitis C,3,21,12,5,4,3,29,28
Hepatitis C,1,19,11,6,5,1,28,31
Hepatitis C,3,23,15,4,6,3,29,40
Hepatitis C,2,27,8,6,4,2,30,29
Hepatitis C,3,26,15,5,5,1,29,36
Hepatitis C,1,19,8,6,6,2,28,22
Hepatitis C,2,27,16,5,5,3,30,36
Hepatitis C,3,19,13,6,4,1,28,26
Hepatitis C,2,26,10,5,5,3,29,36
Hepatitis D,3,22,8,4,4,2,30,20
Hepatitis D,2,21,16,6,5,3,28,48
Hepatitis D,3,22,11,5,6,2,30,20
Hepatitis D,1,21,16,4,5,1,28,44
Hepatitis D,3,23,18,5,6,3,29,31
Hepatitis D,2,26,11,6,4,1,30,40
Hepatitis D,1,21,8,4,6,2,28,26
Hepatitis D,3,27,17,6,4,1,29,31
Hepatitis D,1,26,7,5,5,2,30,30
Hepatitis D,2,25,15,6,4,1,29,31
Hepatitis E,1,26,12,4,5,2,28,33
Hepatitis E,2,20,10,6,6,1,30,31
Hepatitis E,1,19,13,5,5,2,28,40
Hepatitis E,2,25,12,4,4,3,30,26
Hepatitis E,3,22,11,5,6,1,28,26
Hepatitis E,1,21,7,4,4,3,29,24
Hepatitis E,3,23,12,6,5,1,30,26
Hepatitis E,2,21,11,5,4,3,29,37
Hepatitis E,1,24,10,6,6,2,28,30
Hepatitis E,2,22,7,4,5,1,30,41
Alcoholic hepatitis,1,21,15,5,6,3,28,30
Alcoholic hepatitis,3,27,13,6,5,1,30,28
Alcoholic hepatitis,2,21,14,4,4,2,29,22
Alcoholic hepatitis,1,26,15,5,5,1,30,29
Alcoholic hepatitis,3,24,17,6,6,2,28,40
Alcoholic hepatitis,2,21,9,4,4,1,29,29
Alcoholic hepatitis,1,25,12,6,6,3,28,34
Alcoholic hepatitis,2,19,10,4,5,2,30,36
Alcoholic hepatitis,1,24,7,6,6,1,28,26
Alcoholic hepatitis,2,27,16,4,5,2,30,40
Tuberculosis,3,20,14,5,4,1,28,22
